"V1";"V2";"V3";"V4";"V5"
0,542556648093084;0,52895777297101;0;0;-0,5
0,455634704615207;0,417272552055699;0,00586898867985118;6,66149062787516e-06;-0,499388208107131
0,373540848820467;0,316597873891844;0,0216779366137338;9,92313862252891e-05;-0,497554329585803
0,296275722819909;0,22636074368686;0,0450108466162485;0,000467515411346208;-0,494502852244065
0,223838432980228;0,145999772807692;0,073795336549218;0,00137454233919316;-0,490241243558313
0,15622702717023;0,0749669053849956;0,10626644108495;0,00312055795006433;-0,484779932399123
0,0934376374486674;0,012727220877437;0,140933430908761;0,0060147806612851;-0,478132283510064
0,0354635488307828;-0,041241101079074;0,176549446836625;0,0103538022949199;-0,470314564801922
-0,0177058285712474;-0,0874467826863415;0,212083757189555;0,0164056350730556;-0,461345907542403
-0,0660860653091364;-0,126385445590903;0,246696457178988;0,0243985143729009;-0,451248259538713
-0,10969886885012;-0,158539607479648;0,279715439030798;0,0345136665459381;-0,440046331427594
-0,14857326346128;-0,184378677981955;0,310615471123339;0,0468813426992882;-0,427767536204258
-0,182746768570643;-0,204358953893982;0,338999233550317;0,0615795032277797;-0,414441922138192
-0,212266552263723;-0,21892361372157;0,364580166255491;0,0786346145288899;-0,400102099240009
-0,237190538393478;-0,228502711546655;0,387166994235917;0,0980240891693824;-0,384783159459285
-0,257588447594012;-0,233513170234604;0,406649802286191;0,119679964224818;-0,368522590808682
-0,273542754290893;-0,234358774014363;0,422987539370227;0,143493469987233;-0,351360185624495
-0,28514954359126;-0,231430160479584;0,43619683997145;0,169320193121917;-0,33333794318814
-0,292519253712458;-0,225104812076972;0,446342056698659;0,196985585025102;-0,314499966946871
-0,295777291365888;-0,215747047167919;0,453526405024715;0,226290607948589;-0,29489235658526
-0,295064509250188;-0,203708010771092;0,45788412731988;0,257017348757518;-0,274563095211536
-0,290537536521479;-0,189325665116954;0,459573589322148;0,288934463301237;-0,253561931934887
-0,282368954794879;-0,172924780170194;0,458771227874341;0,321802343617462;-0,231940260121045
-0,270747313887234;-0,154816924302785;0,455666274163036;0,355377925854982;-0,209750991624115
-0,255876983132358;-0,135300455328702;0,450456181829222;0,389419079174354;-0,187048427302397
-0,23797783568325;-0,114660512141377;0,443342694197201;0,423688535239951;-0,163888124135088
-0,217284764756849;-0,0931690072265859;0,434528489501156;0,457957334507127;-0,140326759265047
-0,194047032272049;-0,0710846203567575;0,424214347395379;0,49200777957925;-0,116421991300321
-0,168527451776885;-0,0486527938075587;0,412596784237261;0,525635897691579;-0,0922323192138782
-0,141001408952198;-0,0261057294742025;0,399866108662338;0,558653424090987;-0,067816939186813
-0,111755724312734;-0,00366238830310093;0,386204852870025;0,590889325928487;-0,0432355997453729
-0,0810873639986655;0,0184715075056009;0,371786538864315;0,622190892459495;-0,0185484555463027
-0,049302005757376;0,0401034690274418;0,356774742722185;0,652424422037525;0,00618407983168149
-0,016712468353205;0,0610542313344396;0,34132242389304;0,681475539761747;0,0309014817300417
0,0163629862915196;0,0811577398214362;0,325571490688673;0,709249181857929;0,055543262524402
0,0496024679308395;0,100261131505014;0,309652577650868;0,735669284085329;0,0800491196478985
0,0826823786001899;0,118224710612862;0,293685015543792;0,76067821180845;0,104359083161667
0,11527942695743;0,134921917730263;0,277776980471926;0,784235968981409;0,128413662511334
0,14707272357927;0,15023929171697;0,262025815208274;0,806319222283556;0,152153992110368
0,17774594377286;0,164076423552106;0,246518523309389;0,826920175128001;0,175521975394039
0,206989543891005;0,176345901206644;0,231332444964716;0,846045324340854;0,198460426991443
0,234503016658183;0,186973244582452;0,216536132587402;0,863714130070482;0,220913212667693
0,259997170624731;0,195896829493685;0,202190453488447;0,879957627016675;0,242825386693792
0,283196418569348;0,203067799600241;0,18834995588933;0,894817002444856;0,264143326308042
0,303841059466151;0,208449965134065;0,175064541992607;0,908342163738084;0,284814862939928
0,321689538522656;0,212019687186956;0,16238149646278;0,920590315499837;0,304789409875354
0,336520669779256;0,21376574625314;0,150347918748604;0,931624563506347;0,324018086050803
0,348135805839311;0,213689193640913;0,139013601208583;0,941512560164661;0,342453835673496
0,356360939471509;0,211803184285019;0,128434379853474;0,950325203601181;0,3600515433748
0,361048722092636;0,208132789404653;0,118675958636289;0,958135400118286;0,376768144615098
0,362080384498848;0,202714787360964;0,109818169904663;0,965016897541102;0,392562731069927
0,359367545666979;0,195597430972041;0,101959581896972;0,97104319495408;0,407396650739512
0,352853895994289;0,186840189442387;0,0952222991334712;0,976286532514092;0,421233602536679
0,342516741986107;0,176513462956972;0,0897567248568124;0,98081696343441;0,434039725121701
0,328368400137375;0,164698267876539;0,0857459698096188;0,984701508868849;0,445783679766672
0,310457428588945;0,151485890349893;0,083409504218206;0,988003395289474;0,456436727046625
0,288869686077167;0,136977506029206;0,0830055677016727;0,990781373042893;0,465972797169717
0,263729208743066;0,121283763434431;0,0848317848118669;0,993089114083331;0,474368553774385
0,235198896536776;0,104524328360606;0,0892233934973615;0,994974686406378;0,481603451037328
0,203481002260525;0,0868273865545713;0,0965484922606962;0,996480102433227;0,487659783952581
0,168817417765154;0,0683291017020001;0,107199761147369;0,997640938506137;0,492522731658632
0,131489753488177;0,0491730255569924;0,121582222295745;0,998486022734238;0,496180393707551
0,0918192094515601;0,0295094568089546;0,140096784646067;0,999037188654723;0,498623819187387
0,0501662381074038;0,00949474500696745;0,163119566678612;0,999309092526329;0,499847028626542
0,00693000215325799;-0,0107094644603165;0,190977306372821;0,999309092526329;0,499847028626542
-0,0374523661767038;-0,0309370487155467;0,223919536905488;0,999037188654723;0,498623819187387
-0,0825066935155598;-0,0510182939269896;0,262088609539073;0,998486022734238;0,496180393707552
-0,12772286492304;-0,0707808554548411;0,305489053055314;0,997640938506137;0,492522731658632
-0,172556070246653;-0,0900507977621253;0,35395813614764;0,996480102433227;0,487659783952581
-0,216428161841707;-0,10865372117015;0,407139804502296;0,994974686406378;0,481603451037329
-0,258729071874183;-0,126415983749671;0,464464355033974;0,993089114083331;0,474368553774386
-0,298818212428;-0,143166028253961;0,525136245158137;0,990781373042893;0,465972797169717
-0,336025741773839;-0,158735826202837;0,588132281111841;0,988003395289474;0,456436727046625
-0,369653513705254;-0,172962454309059;0,652212063878187;0,984701508868849;0,445783679766672
-0,398975410359061;-0,185689822880306;0,715941988193453;0,98081696343441;0,434039725121701
-0,423236542280002;-0,196770582460625;0,77773330336291;0,976286532514091;0,421233602536679
-0,441650366274688;-0,206068245313549;0,835893790315141;0,97104319495408;0,407396650739512
-0,453391821416111;-0,213459575392226;0,888691545990906;0,965016897541102;0,392562731069927
-0,457582220684407;-0,21883733071471;0,934428272414375;0,958135400118286;0,376768144615098
-0,453254531092253;-0,222113501853077;0,971518437504337;0,950325203601181;0,3600515433748
-0,439257497540827;-0,223223329714125;0,998569809598473;0,941512560164662;0,342453835673496
-0,413816021772858;-0,222130839686272;1,01446026795886;0,931624563506347;0,324018086050803
-0,378454990942493;-0,218838143420209;1,01840554504154;0,920590315499837;0,304789409875354
-0,338435353570201;-0,213387911619175;1,01001272753759;0,908342163738084;0,284814862939929
-0,295697929763469;-0,205850439253345;0,989314963258393;0,894817002444856;0,264143326308042
-0,251477195361838;-0,196316040889357;0,956783879960871;0,879957627016675;0,242825386693792
-0,206690046671967;-0,184891171921064;0,91331766525097;0,863714130070482;0,220913212667693
-0,162058773594857;-0,171695842535188;0,860204484363548;0,846045324340855;0,198460426991444
-0,11816857404763;-0,156861742181865;0,799062786808102;0,826920175128001;0,175521975394039
-0,075500080393909;-0,140530821143937;0,731761907805283;0,806319222283556;0,152153992110368
-0,0344501095137123;-0,122854191985227;0,66032802812211;0,784235968981409;0,128413662511334
0,00465391352313446;-0,103991266759197;0,586841844793976;0,76067821180845;0,104359083161668
0,0415432516825422;-0,0841090739491064;0,513335080049718;0,735669284085329;0,0800491196478988
0,0759994926808241;-0,0633817155258918;0,441693116263892;0,709249181857929;0,0555432625244022
0,107847740630818;-0,04198993484584;0,373570550636628;0,681475539761747;0,0309014817300419
0,136950889964818;-0,0201207730175293;0,310325343124361;0,652424422037525;0,00618407983168174
0,163204685066334;0,00203270378184662;0,25297558347348;0,622190892459495;-0,0185484555463024
0,186533373462439;0,0242716200081946;0,202180888920362;0,590889325928487;-0,0432355997453727
0,206885825023153;0,046391460741732;0,158248270202057;0,558653424090987;-0,0678169391868127
0,224232030963512;0,0681822051316957;0,121160199782252;0,52563589769158;-0,0922323192138779
0,238559923645574;0,0894284307715384;0,0906208075473047;0,492007779579251;-0,11642199130032
0,249872476450873;0,109909395106441;0,0661148070886946;0,457957334507127;-0,140326759265047
0,258185055449197;0,129399098839573;0,0469730525882647;0,423688535239951;-0,163888124135088
0,263523003143782;0,147666335358517;0,0324385976079557;0,389419079174355;-0,187048427302397
0,265919440442388;0,164474729413844;0,0217277429339639;0,355377925854982;-0,209750991624114
0,265413276981305;0,179582767622272;0,01408171015167;0,321802343617463;-0,231940260121044
0,262047422544802;0,192743822817632;0,00880608506282441;0,288934463301237;-0,253561931934886
0,255867193938113;0,20370617381829;0,00529682595008007;0,257017348757519;-0,274563095211536
0,246918912540861;0,212213021806677;0,00305320524974566;0,226290607948589;-0,29489235658526
0,235248688070686;0,218002504213988;0,0016793555098746;0,196985585025101;-0,314499966946871
0,220901383955484;0,220807706761032;0,000876983034007627;0,169320193121917;-0,33333794318814
0,203919759245084;0,220356674115864;0,000432230692078315;0,143493469987233;-0,351360185624495
0,184343781263676;0,216372419482213;0,000199629474636158;0,119679964224818;-0,368522590808682
0,162210102269958;0,208572933322705;8,56609116546994e-05;0,0980240891693825;-0,384783159459285
0,137551692297496;0,196671191341018;3,37923670440445e-05;0,0786346145288899;-0,400102099240008
0,11039761912855;0,180375161791631;1,20964712295308e-05;0,0615795032277797;-0,414441922138191
0,0807729650385541;0,159387812149646;3,86494397547474e-06;0,0468813426992883;-0,427767536204258
0,0486988685581545;0,133407115151854;1,07909823031172e-06;0,0345136665459381;-0,440046331427594
0,0141926780529854;0,102126054209904;2,56028396156001e-07;0,0243985143729008;-0,451248259538713
-0,0227317975674587;0,0652326281939073;4,97079319307109e-08;0,0164056350730556;-0,461345907542403
-0,0620639572202604;0,022409855587275;7,49116709849304e-09;0,0103538022949199;-0,470314564801922
-0,103796012849604;-0,0266642219827169;8,1154324167765e-10;0,00601478066128511;-0,478132283510064
-0,147922550771257;-0,0823165368484529;5,62197607396763e-11;0,00312055795006433;-0,484779932399123
-0,194440070106035;-0,144878993273379;2,06727439198411e-12;0,00137454233919317;-0,490241243558313
-0,243346521453663;-0,21468846881788;3,03167675760362e-14;0,000467515411346205;-0,494502852244065
-0,294640875720997;-0,292086840504442;1,41214392657278e-16;9,92313862252884e-05;-0,497554329585803
-0,348322776933736;-0,377421132031052;9,33093598633606e-20;6,66149062787511e-06;-0,499388208107131
-0,404391457374209;-0,47104222702899;0;0;-0,5
